id,card_id,user_id,card_number,exp_month,exp_year,customer_id,email,address_city,address_country,address_state,address_zip,name_on_card,DBSCAN,IsolationForest,Autoencoder,Autoencoder_Error
2990,87c35bc0-2a6f-4858-a64c-bae01227ed9b,9891,1901586869851875,4,2023,f6770ef2-819d-44aa-b03e-1ac21ec5c1a4,michael7111@example.com,Chicago,USA,Texas,72830,Michael Garcia,1,1,1,1.6519565431939356
2990,87c35bc0-2a6f-4858-a64c-bae01227ed9b,6131,1901586869851875,4,2023,f6770ef2-819d-44aa-b03e-1ac21ec5c1a4,michael7111@example.com,Chicago,USA,Texas,72830,Michael Garcia,1,1,1,1.6519565431939356
3026,dcdc1ff8-f747-425c-bd21-b18c2b874b07,8277,1101593259830435,2,2030,e2bc5efd-a825-46b9-9fb4-bd8b8b594458,mary8860@example.com,Houston,USA,California,69712,Mary Garcia,1,1,1,1.1964157725098499
3026,dcdc1ff8-f747-425c-bd21-b18c2b874b07,2632,1101593259830435,2,2030,e2bc5efd-a825-46b9-9fb4-bd8b8b594458,mary8860@example.com,Houston,USA,California,69712,Mary Garcia,1,1,1,1.1964157725098499
3029,122fc980-9f76-423d-8827-1d794867bd7a,1970,9279920990517488,5,2023,65b7a8a9-279b-40b9-95bd-2d13302f19e1,michael5582@example.com,Houston,USA,California,77638,Michael Smith,1,1,0,1.0789506305492624
3029,122fc980-9f76-423d-8827-1d794867bd7a,6024,9279920990517488,5,2023,65b7a8a9-279b-40b9-95bd-2d13302f19e1,michael5582@example.com,Houston,USA,California,77638,Michael Smith,1,1,0,1.0789506305492624
3077,480c4b5a-9e80-4d9b-8010-59f18ae3ea17,9800,9170321326365848,10,2029,6327c310-7f27-407e-9d01-c17e2d031a24,mary1138@example.com,New York,USA,Illinois,36258,Mary Williams,1,0,0,1.0528630214029744
3077,480c4b5a-9e80-4d9b-8010-59f18ae3ea17,5756,9170321326365848,10,2029,6327c310-7f27-407e-9d01-c17e2d031a24,mary1138@example.com,New York,USA,Illinois,36258,Mary Williams,1,0,0,1.0528630214029744
3087,89511e08-b14b-4dbe-acd6-dc3022cc9e47,6882,8025715340624395,1,2028,51ee3561-75a3-4598-8930-9b0a1532dacb,patricia2593@example.com,New York,USA,California,87874,Patricia Davis,1,1,0,1.0953908626665745
3087,89511e08-b14b-4dbe-acd6-dc3022cc9e47,8337,8025715340624395,1,2028,51ee3561-75a3-4598-8930-9b0a1532dacb,patricia2593@example.com,New York,USA,California,87874,Patricia Davis,1,1,0,1.0953908626665745
3089,fdc4648a-b180-4876-b153-c322859561cf,7473,2391881915925340,4,2024,fea5dbbc-7b5b-47a5-847d-46b4f2e1bda4,mary8106@example.com,Chicago,USA,California,33456,Mary Brown,1,1,0,1.0035885304160503
3089,fdc4648a-b180-4876-b153-c322859561cf,4049,2391881915925340,4,2024,fea5dbbc-7b5b-47a5-847d-46b4f2e1bda4,mary8106@example.com,Chicago,USA,California,33456,Mary Brown,1,1,0,1.0035885304160503
3119,b2ca1be4-c07a-4a08-9b42-33f1651db9c1,7927,6442638215113033,1,2028,b3cd38c9-5b19-413e-8416-567ed71efec5,james6161@example.com,Los Angeles,USA,New York,85480,James Williams,1,0,0,1.0281562577330783
3119,b2ca1be4-c07a-4a08-9b42-33f1651db9c1,1981,6442638215113033,1,2028,b3cd38c9-5b19-413e-8416-567ed71efec5,james6161@example.com,Los Angeles,USA,New York,85480,James Williams,1,0,0,1.0281562577330783
3146,51bd2bf9-8c74-4e90-af3c-11870694c2f6,2762,8641354119478773,12,2028,2a912547-51ee-4438-9106-075cbb8af05a,james8693@example.com,Los Angeles,USA,New York,39585,James Johnson,1,0,0,1.0376493231950539
3146,51bd2bf9-8c74-4e90-af3c-11870694c2f6,1814,8641354119478773,12,2028,2a912547-51ee-4438-9106-075cbb8af05a,james8693@example.com,Los Angeles,USA,New York,39585,James Johnson,1,0,0,1.0376493231950539
3170,8f4d9f4d-d10a-43dc-b918-18cee6235562,4551,2564968974884346,7,2030,bedf4140-88f1-4e77-9799-0ebf02334d6e,john3927@example.com,Los Angeles,USA,New York,33365,John Johnson,1,0,0,0.9972944523129063
3170,8f4d9f4d-d10a-43dc-b918-18cee6235562,8783,2564968974884346,7,2030,bedf4140-88f1-4e77-9799-0ebf02334d6e,john3927@example.com,Los Angeles,USA,New York,33365,John Johnson,1,0,0,0.9972944523129063
3194,5ea260a0-b29f-4f6c-8c14-a0cf6be51ae7,2874,6034396550959925,11,2028,fb029da1-a892-474d-bc1c-1d5c3b3eca73,linda7056@example.com,Los Angeles,USA,California,54679,Linda Jones,1,1,0,1.0360448196009295
3194,5ea260a0-b29f-4f6c-8c14-a0cf6be51ae7,4123,6034396550959925,11,2028,fb029da1-a892-474d-bc1c-1d5c3b3eca73,linda7056@example.com,Los Angeles,USA,California,54679,Linda Jones,1,1,0,1.0360448196009295
3200,365bd6c5-d3f3-46fd-b838-51fa3dbaeff4,2419,2438417268166688,9,2025,e7e95ee5-8cb1-4e2b-a6c3-d85f52dd29ee,robert6304@example.com,Chicago,USA,Illinois,54454,Robert Johnson,1,0,0,0.9449827742960655
3200,365bd6c5-d3f3-46fd-b838-51fa3dbaeff4,6558,2438417268166688,9,2025,e7e95ee5-8cb1-4e2b-a6c3-d85f52dd29ee,robert6304@example.com,Chicago,USA,Illinois,54454,Robert Johnson,1,0,0,0.9449827742960655
3222,b7915662-332e-47a3-b74d-619ed4c71834,7897,8978837252877768,9,2025,5d0e6f38-23f6-4b28-8d3d-542393a8942b,patricia9449@example.com,Houston,USA,New York,51068,Patricia Williams,1,0,0,0.8727061581305545
3222,b7915662-332e-47a3-b74d-619ed4c71834,5139,8978837252877768,9,2025,5d0e6f38-23f6-4b28-8d3d-542393a8942b,patricia9449@example.com,Houston,USA,New York,51068,Patricia Williams,1,0,0,0.8727061581305545
3253,b8279bc7-1e47-40f5-a5db-893bf430a3d3,9648,72625806806238,5,2026,60bb29f1-8612-4a83-a4e7-2a5e33813546,william9315@example.com,New York,USA,Florida,62780,William Miller,1,0,0,0.806901479503638
3253,b8279bc7-1e47-40f5-a5db-893bf430a3d3,6715,72625806806238,5,2026,60bb29f1-8612-4a83-a4e7-2a5e33813546,william9315@example.com,New York,USA,Florida,62780,William Miller,1,0,0,0.806901479503638
3315,fdeacaf7-bed7-43ac-8d6f-19f6af7d7bd4,5140,5737206556609591,5,2025,c2080875-9c0c-4f0b-888b-c2a58df39250,michael8014@example.com,New York,USA,New York,43949,Michael Smith,1,0,0,0.8420170844783993
3315,fdeacaf7-bed7-43ac-8d6f-19f6af7d7bd4,4406,5737206556609591,5,2025,c2080875-9c0c-4f0b-888b-c2a58df39250,michael8014@example.com,New York,USA,New York,43949,Michael Smith,1,0,0,0.8420170844783993
3337,e48c9d4c-6b7a-4639-842f-6075bfbdc46c,8492,4945150728849802,4,2023,e5fa4f2c-d0bc-4355-9234-2f3b82b133dd,john7994@example.com,Phoenix,USA,Florida,27027,John Miller,1,0,0,1.0370721861249452
3337,e48c9d4c-6b7a-4639-842f-6075bfbdc46c,7641,4945150728849802,4,2023,e5fa4f2c-d0bc-4355-9234-2f3b82b133dd,john7994@example.com,Phoenix,USA,Florida,27027,John Miller,1,0,0,1.0370721861249452
3392,13f6fc6f-9c50-4e94-a6aa-f6956d9880c7,8742,291870214984040,2,2027,9d89b145-c52e-40bc-8049-2f94f1a43e91,elizabeth7972@example.com,Chicago,USA,New York,80253,Elizabeth Jones,1,0,0,0.9274925261292689
3392,13f6fc6f-9c50-4e94-a6aa-f6956d9880c7,3420,291870214984040,2,2027,9d89b145-c52e-40bc-8049-2f94f1a43e91,elizabeth7972@example.com,Chicago,USA,New York,80253,Elizabeth Jones,1,0,0,0.9274925261292689
3483,6749bd3d-06ad-4ddf-80e9-b59a36610d60,3669,4036141317105607,4,2030,5de273b0-d844-49db-b176-f56a16974db3,elizabeth5437@example.com,New York,USA,New York,62526,Elizabeth Miller,1,0,0,1.0355610695570996
3483,6749bd3d-06ad-4ddf-80e9-b59a36610d60,8892,4036141317105607,4,2030,5de273b0-d844-49db-b176-f56a16974db3,elizabeth5437@example.com,New York,USA,New York,62526,Elizabeth Miller,1,0,0,1.0355610695570996
3489,a4f66000-28d4-4e6f-8b8f-6392eb601812,5867,1948967371372297,2,2026,4dd661a8-0834-4c27-b1c8-8622dbe7e753,michael7995@example.com,Houston,USA,Texas,67038,Michael Rodriguez,1,1,1,1.5417748329212768
3489,a4f66000-28d4-4e6f-8b8f-6392eb601812,1000,1948967371372297,2,2026,4dd661a8-0834-4c27-b1c8-8622dbe7e753,michael7995@example.com,Houston,USA,Texas,67038,Michael Rodriguez,1,1,1,1.5417748329212768
3497,4904017f-a8f6-41a3-ad52-0291ad1f0c82,2986,3715193299024220,12,2029,0db57ff4-46d7-4dc2-abab-8ddd421f4991,linda7255@example.com,Chicago,USA,Illinois,90380,Linda Johnson,1,0,0,1.1771624803923733
3497,4904017f-a8f6-41a3-ad52-0291ad1f0c82,1965,3715193299024220,12,2029,0db57ff4-46d7-4dc2-abab-8ddd421f4991,linda7255@example.com,Chicago,USA,Illinois,90380,Linda Johnson,1,0,0,1.1771624803923733
3506,334070d0-5dbe-4215-a3d3-46daba5e638b,6473,7857134303680051,2,2029,509f7035-f05e-42ec-85a4-5febcd9bbe6c,william3884@example.com,Los Angeles,USA,Texas,89657,William Smith,1,1,1,1.6420627044692804
3506,334070d0-5dbe-4215-a3d3-46daba5e638b,8786,7857134303680051,2,2029,509f7035-f05e-42ec-85a4-5febcd9bbe6c,william3884@example.com,Los Angeles,USA,Texas,89657,William Smith,1,1,1,1.6420627044692804
3539,ead477de-589d-4b88-8401-9ede1438d01f,6608,2762948491478653,7,2028,cd3b36ec-c398-468e-95e1-267d48814089,patricia9994@example.com,Houston,USA,California,79210,Patricia Garcia,1,0,0,0.896360725467864
3539,ead477de-589d-4b88-8401-9ede1438d01f,5338,2762948491478653,7,2028,cd3b36ec-c398-468e-95e1-267d48814089,patricia9994@example.com,Houston,USA,California,79210,Patricia Garcia,1,0,0,0.896360725467864
3604,ffc19838-29b2-41db-afb4-6ac0c207dd28,3714,1679615126200893,12,2023,59c39234-5935-48b7-90fe-14913a5e5096,jennifer3847@example.com,Chicago,USA,Illinois,18490,Jennifer Miller,1,1,1,1.2806659483789586
3604,ffc19838-29b2-41db-afb4-6ac0c207dd28,4222,1679615126200893,12,2023,59c39234-5935-48b7-90fe-14913a5e5096,jennifer3847@example.com,Chicago,USA,Illinois,18490,Jennifer Miller,1,1,1,1.2806659483789586
3627,7001fdc5-903f-4fe5-86ae-2fffd36e6eef,6362,5094921591368465,10,2027,c3b434b8-a5f2-42e6-a611-53dac3c5ce36,john4847@example.com,New York,USA,California,99352,John Jones,1,0,0,0.9472598126830799
3627,7001fdc5-903f-4fe5-86ae-2fffd36e6eef,3836,5094921591368465,10,2027,c3b434b8-a5f2-42e6-a611-53dac3c5ce36,john4847@example.com,New York,USA,California,99352,John Jones,1,0,0,0.9472598126830799
3628,b5e0fe71-5b44-481b-89c5-de47256bbd56,7628,6656106854593782,12,2025,0be62cff-0e61-4fc8-9c1a-e51ec53173e5,james4234@example.com,New York,USA,Florida,65183,James Davis,1,0,0,1.037803377384946
3628,b5e0fe71-5b44-481b-89c5-de47256bbd56,4891,6656106854593782,12,2025,0be62cff-0e61-4fc8-9c1a-e51ec53173e5,james4234@example.com,New York,USA,Florida,65183,James Davis,1,0,0,1.037803377384946
3669,b8176dc7-c969-4193-bc27-26950c7e80b4,5317,2353525037857382,4,2030,d6bb9207-59ed-4c7b-8fe6-6f67ff928149,william3696@example.com,Los Angeles,USA,Texas,91030,William Brown,1,1,1,1.6494304994112872
3669,b8176dc7-c969-4193-bc27-26950c7e80b4,5179,2353525037857382,4,2030,d6bb9207-59ed-4c7b-8fe6-6f67ff928149,william3696@example.com,Los Angeles,USA,Texas,91030,William Brown,1,1,1,1.6494304994112872
3690,9313216c-06bd-4b8a-a007-196a2697ed8b,9672,4478038218944313,2,2023,a46ee294-d110-4aac-907a-5fcd40dcccb0,james8139@example.com,New York,USA,Florida,45472,James Williams,1,0,0,1.1306598005771393
3690,9313216c-06bd-4b8a-a007-196a2697ed8b,7248,4478038218944313,2,2023,a46ee294-d110-4aac-907a-5fcd40dcccb0,james8139@example.com,New York,USA,Florida,45472,James Williams,1,0,0,1.1306598005771393
3737,a4e6e462-0866-4433-a0d2-2afa90edbc19,6571,219560594059823,8,2027,6c7c376f-f691-472a-a379-6f35716d534c,william7012@example.com,Los Angeles,USA,California,63939,William Smith,1,0,0,0.8774177535509112
3737,a4e6e462-0866-4433-a0d2-2afa90edbc19,3951,219560594059823,8,2027,6c7c376f-f691-472a-a379-6f35716d534c,william7012@example.com,Los Angeles,USA,California,63939,William Smith,1,0,0,0.8774177535509112
3798,ec85650b-5336-40f1-98c1-4893ce58e953,7843,8619433862481350,12,2024,4ed5e80a-7b87-4e34-9c42-31cb0a5a8745,elizabeth2558@example.com,Los Angeles,USA,New York,28968,Elizabeth Smith,1,0,0,1.1066543222451999
3798,ec85650b-5336-40f1-98c1-4893ce58e953,9632,8619433862481350,12,2024,4ed5e80a-7b87-4e34-9c42-31cb0a5a8745,elizabeth2558@example.com,Los Angeles,USA,New York,28968,Elizabeth Smith,1,0,0,1.1066543222451999
